lng,lat
-73.81533813476562,-73.81533813476562
-73.79346466064453,-73.79346466064453
-73.98979949951172,-73.98979949951172
-73.98322296142578,-73.98322296142578
-73.76616668701172,-73.76616668701172
-73.97050476074219,-73.97050476074219
-73.97383117675781,-73.97383117675781
-74.1663818359375,-74.1663818359375
-74.28208923339844,-74.28208923339844
-73.96185302734375,-73.96185302734375
-73.98616790771484,-73.98616790771484
-73.7895736694336,-73.7895736694336
-73.98722076416016,-73.98722076416016
-73.9856948852539,-73.9856948852539
-73.98492431640625,-73.98492431640625
-74.00532531738281,-74.00532531738281
-74.0020751953125,-74.0020751953125
-73.78289031982422,-73.78289031982422
-73.9770736694336,-73.9770736694336
-74.00582122802734,-74.00582122802734
-73.96211242675781,-73.96211242675781
-73.97542572021484,-73.97542572021484
-73.9896240234375,-73.9896240234375
-73.97309112548828,-73.97309112548828
-73.89756774902344,-73.89756774902344
-73.9597396850586,-73.9597396850586
-73.97869110107422,-73.97869110107422
-73.98973083496094,-73.98973083496094
-73.97533416748047,-73.97533416748047
-73.98300170898438,-73.98300170898438
-73.97805786132812,-73.97805786132812
-74.00421905517578,-74.00421905517578
-73.97876739501953,-73.97876739501953
-74.09078979492188,-74.09078979492188
-73.98165130615234,-73.98165130615234
-73.9717788696289,-73.9717788696289
-73.8532485961914,-73.8532485961914
-73.98282623291016,-73.98282623291016
-73.79375457763672,-73.79375457763672
-73.95828247070312,-73.95828247070312
-73.96678161621094,-73.96678161621094
-74.00397491455078,-74.00397491455078
-74.00881958007812,-74.00881958007812
-74.00214385986328,-74.00214385986328
-73.98683166503906,-73.98683166503906
-73.9796371459961,-73.9796371459961
-74.00382232666016,-74.00382232666016
-73.96150970458984,-73.96150970458984
-73.9074935913086,-73.9074935913086
-73.98226928710938,-73.98226928710938
-73.8602523803711,-73.8602523803711
-73.99898529052734,-73.99898529052734
0.0,0.0
-73.9825439453125,-73.9825439453125
-73.847412109375,-73.847412109375
-73.95085906982422,-73.95085906982422
-73.99801635742188,-73.99801635742188
-73.969970703125,-73.969970703125
-73.95321655273438,-73.95321655273438
-73.9529037475586,-73.9529037475586
-73.97696685791016,-73.97696685791016
-73.94261169433594,-73.94261169433594
-73.98091125488281,-73.98091125488281
-73.95703887939453,-73.95703887939453
-73.87386322021484,-73.87386322021484
-73.97816467285156,-73.97816467285156
-73.98049926757812,-73.98049926757812
-73.93148803710938,-73.93148803710938
-73.96272277832031,-73.96272277832031
-73.97346496582031,-73.97346496582031
-73.98567962646484,-73.98567962646484
-74.00957489013672,-74.00957489013672
-74.00774383544922,-74.00774383544922
-73.98811340332031,-73.98811340332031
-73.8386001586914,-73.8386001586914
-73.90290069580078,-73.90290069580078
-73.98518371582031,-73.98518371582031
-74.17325592041016,-74.17325592041016
-73.98128509521484,-73.98128509521484
-73.9647216796875,-73.9647216796875
-73.98599243164062,-73.98599243164062
-73.89651489257812,-73.89651489257812
-73.92697143554688,-73.92697143554688
-74.00862121582031,-74.00862121582031
-73.94267272949219,-73.94267272949219
-73.7941665649414,-73.7941665649414
-73.98697662353516,-73.98697662353516
-74.0111083984375,-74.0111083984375
-73.95511627197266,-73.95511627197266
-73.85452270507812,-73.85452270507812
-73.97915649414062,-73.97915649414062
-73.9723892211914,-73.9723892211914
-73.95021057128906,-73.95021057128906
-73.84696960449219,-73.84696960449219
-73.91127014160156,-73.91127014160156
-73.866455078125,-73.866455078125
-73.95812225341797,-73.95812225341797
-73.95075988769531,-73.95075988769531
-73.95733642578125,-73.95733642578125
-73.9827880859375,-73.9827880859375
-73.92777252197266,-73.92777252197266
-74.00040435791016,-74.00040435791016
-73.9900894165039,-73.9900894165039
-73.99601745605469,-73.99601745605469
-73.96154022216797,-73.96154022216797
-73.97332763671875,-73.97332763671875
-73.98735046386719,-73.98735046386719
-73.78277587890625,-73.78277587890625
-73.98702239990234,-73.98702239990234
-74.00434112548828,-74.00434112548828
-73.95462799072266,-73.95462799072266
-73.97073364257812,-73.97073364257812
-73.94353485107422,-73.94353485107422
-73.99974060058594,-73.99974060058594
-73.97518157958984,-73.97518157958984
-73.9583511352539,-73.9583511352539
-73.9820556640625,-73.9820556640625
-73.97146606445312,-73.97146606445312
-73.92507934570312,-73.92507934570312
-73.77651977539062,-73.77651977539062
-73.97270202636719,-73.97270202636719
-73.9460678100586,-73.9460678100586
-73.9419174194336,-73.9419174194336
-74.004150390625,-74.004150390625
-73.97808074951172,-73.97808074951172
-73.99446868896484,-73.99446868896484
-73.90815734863281,-73.90815734863281
-73.99989318847656,-73.99989318847656
-73.99468231201172,-73.99468231201172
-73.95988464355469,-73.95988464355469
-73.97483825683594,-73.97483825683594
0.0,0.0
-73.9534912109375,-73.9534912109375
-73.88330841064453,-73.88330841064453
-73.98884582519531,-73.98884582519531
-73.98442840576172,-73.98442840576172
-73.9762191772461,-73.9762191772461
-73.70690155029297,-73.70690155029297
-73.9767074584961,-73.9767074584961
-73.984375,-73.984375
-73.96867370605469,-73.96867370605469
-73.9515380859375,-73.9515380859375
-73.78267669677734,-73.78267669677734
-73.94125366210938,-73.94125366210938
-74.00596618652344,-74.00596618652344
-74.00052642822266,-74.00052642822266
-73.957763671875,-73.957763671875
-74.00579071044922,-74.00579071044922
-73.95240783691406,-73.95240783691406
-73.93976593017578,-73.93976593017578
-73.98878479003906,-73.98878479003906
-73.95673370361328,-73.95673370361328
-73.96247100830078,-73.96247100830078
-73.97402954101562,-73.97402954101562
-73.96870422363281,-73.96870422363281
-73.94821166992188,-73.94821166992188
-73.97779846191406,-73.97779846191406
-73.94335174560547,-73.94335174560547
-73.96246337890625,-73.96246337890625
-73.98706817626953,-73.98706817626953
-74.0000991821289,-74.0000991821289
-73.9811782836914,-73.9811782836914
-73.9728012084961,-73.9728012084961
-73.99829864501953,-73.99829864501953
-73.94032287597656,-73.94032287597656
-73.96049499511719,-73.96049499511719
-73.9873275756836,-73.9873275756836
-73.97882080078125,-73.97882080078125
-73.9767837524414,-73.9767837524414
-73.97852325439453,-73.97852325439453
-74.00799560546875,-74.00799560546875
-73.9291000366211,-73.9291000366211
-73.96150207519531,-73.96150207519531
-73.9873046875,-73.9873046875
0.0,0.0
-73.95195007324219,-73.95195007324219
-74.00559997558594,-74.00559997558594
-73.94117736816406,-73.94117736816406
-73.98745727539062,-73.98745727539062
-73.94957733154297,-73.94957733154297
-74.00552368164062,-74.00552368164062
-73.96233367919922,-73.96233367919922
-73.92779541015625,-73.92779541015625
-74.00078582763672,-74.00078582763672
-73.99707794189453,-73.99707794189453
-74.00169372558594,-74.00169372558594
-73.96817016601562,-73.96817016601562
-73.9248046875,-73.9248046875
0.0,0.0
-73.96501922607422,-73.96501922607422
-73.9434814453125,-73.9434814453125
-73.98777770996094,-73.98777770996094
-73.97822570800781,-73.97822570800781
0.0,0.0
-73.95589447021484,-73.95589447021484
-74.02780151367188,-74.02780151367188
-73.98681640625,-73.98681640625
-74.00772857666016,-74.00772857666016
-73.98995971679688,-73.98995971679688
-74.01737213134766,-74.01737213134766
-73.9903335571289,-73.9903335571289
-73.95285034179688,-73.95285034179688
-73.96260070800781,-73.96260070800781
-73.80339050292969,-73.80339050292969
-73.9285659790039,-73.9285659790039
-73.97175598144531,-73.97175598144531
-74.01100158691406,-74.01100158691406
-73.95333862304688,-73.95333862304688
-73.97853088378906,-73.97853088378906
-73.98779296875,-73.98779296875
-73.99291229248047,-73.99291229248047
-73.94985961914062,-73.94985961914062
-73.97674560546875,-73.97674560546875
-73.98085021972656,-73.98085021972656
-73.97821807861328,-73.97821807861328
-73.78846740722656,-73.78846740722656
-74.00061798095703,-74.00061798095703
-73.94937133789062,-73.94937133789062
-73.97449493408203,-73.97449493408203
-73.98739624023438,-73.98739624023438
-73.98287200927734,-73.98287200927734
-73.9770278930664,-73.9770278930664
